ts,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gt_pos_x,gt_pos_y,gt_pos_z,gt_rot_w,gt_rot_x,gt_rot_y,gt_rot_z,FL_x,FL_y,FL_z,FL_contact,FR_x,FR_y,FR_z,FR_contact,BL_x,BL_y,BL_z,BL_contact,BR_x,BR_y,BR_z,BR_contact
0.31,-0.07993677920028162,1.5732885463264072,9.326973829883343,0.0007591029416234486,-0.0006075553228703637,1.2628034423743422,0.925077206834458,0.37977909552180106,0.3702649969798849,0.5568756164881881,0.0,0.0,0.8305958991958126,0.096,0.2,-0.23154528940713112,0,0.18490496098074022,-0.20241846102124994,-0.3018102863870161,1,-0.21003704074744545,0.2025763726136176,-0.3018102863870161,1,-0.30400000000000005,-0.2,-0.23154528940713112,0
0.32,-0.08236703039052946,1.618584238341909,9.407332592533935,0.0006460035801953485,-0.0009499157862968515,1.2640665589943396,0.9202318473658704,0.3913736668372024,0.37203090248879067,0.5516458706284303,0.0,0.0,0.8340784336131711,0.11200000000000002,0.2,-0.22294867572242105,0,0.16978072332465502,-0.20464704622862748,-0.30357619189592183,1,-0.22004091421133004,0.20527866766202751,-0.30357619189592183,1,-0.28800000000000003,-0.2,-0.22294867572242105,0
0.33,0.15264353310743592,1.7083406520615554,9.347550896931835,0.000939826414950216,0.000559332531076468,1.25864256365653,0.9152411726209175,0.40290643571366264,0.3737513117358174,0.546394346734269,0.0,0.0,0.8375280400421418,0.128,0.2,-0.21556720744979846,0,0.15462967532419633,-0.20668540370269414,-0.30529660114294854,1,-0.23001004066406555,0.20810645842151554,-0.30529660114294854,1,-0.272,-0.2,-0.21556720744979846,0
0.34,0.006141405527688952,1.5885991519925957,9.441500339711622,0.0009968428545178642,0.0008853842315845059,1.2463620924933003,0.9101059706849957,0.41437558099328414,0.3754251380736104,0.5411212521268759,0.0,0.0,0.840944582298169,0.144,0.2,-0.20951729475339803,0,0.13945420950548,-0.208533211563175,-0.30697042748074155,1,-0.23994284586501927,0.21105929835113987,-0.30697042748074155,1,-0.256,-0.2,-0.20951729475339803,0
0.35000000000000003,0.10137484258669544,1.6746877831961147,9.167182445719552,-0.0008411435228779226,-0.0006890732876262412,1.2563410727909554,0.9048270524660195,0.4257792915650727,0.3770513242775789,0.5358267949789965,0.0,0.0,0.8443279255020151,0.16000000000000003,0.2,-0.20489434837048465,0,0.12425672225047808,-0.21019017801978862,-0.3085966136847101,1,-0.24983776130910512,0.2141367211632454,-0.3085966136847101,1,-0.24,-0.2,-0.20489434837048465,0
0.36,0.011747411925947204,1.5654190148463034,9.198454501369191,-2.110784203943971e-05,0.002067289067790008,1.2636137542973387,0.8994052515663711,0.4371157666509329,0.37862884321366186,0.5305111843067342,0.0,0.0,0.8476779360850831,0.17600000000000002,0.2,-0.20177127492713112,0,0.10903961341860355,-0.21165604141832325,-0.310174132620793,1,-0.259693224474469,0.21733824089709533,-0.310174132620793,1,-0.224,-0.2,-0.20177127492713112,0
0.37,-0.1197357085080073,1.6156436024820087,9.237234323637207,-0.0018160496852104122,0.00041991840321923207,1.2524329836731705,0.8938414241512638,0.44838321609003223,0.38015669848708766,0.5251746299612957,0.0,0.0,0.8509944817946918,0.192,0.2,-0.2001973271571728,0,0.09380528596774265,-0.21293057028195567,-0.3117019878942188,1,-0.2695076790692291,0.22066335199561066,-0.3117019878942188,1,-0.20800000000000002,-0.2,-0.2001973271571728,0
0.38,0.0035206103739608124,1.5266418690819694,9.31625839083517,0.00021051710979156597,-0.0012454651135618627,1.2498454167497122,0.8881364488135446,0.4595798606214878,0.3816339250717184,0.5198173426207094,0.0,0.0,0.8542774316992952,0.20800000000000002,0.2,-0.2001973271571728,0,0.07855614557480219,-0.21401356334780317,-0.31317921447884955,1,-0.27927957527723196,0.2241115293852029,-0.31317921447884955,1,-0.192,-0.2,-0.2001973271571728,0
0.39,0.07324207392072198,1.4861963023640279,9.414278141190653,0.0003757638664561637,0.0012101183229088108,1.2565994581412638,0.8822912264349533,0.4707039321653325,0.3830595899195812,0.5144395337815064,0.0,0.0,0.8575266561936523,0.22400000000000003,0.2,-0.20177127492713112,0,0.06329460025582362,-0.21490484959870654,-0.3146048793267124,1,-0.28900737000278703,0.22768222855868964,-0.3146048793267124,1,-0.176,-0.2,-0.20177127492713112,0
0.4,0.018834687398628452,1.6732549327171757,9.113422281131777,-0.0005257142470247703,-0.00040900989007003753,1.2578763950462717,0.8763066800438636,0.4817536741017153,0.3844327925502015,0.5090414157503712,0.0,0.0,0.8607420270039436,0.24,0.2,-0.20489434837048462,0,0.04802305998573038,-0.2156042882902343,-0.31597808195733273,1,-0.2986895271143391,0.23137488566127867,-0.31597808195733273,1,-0.16000000000000003,-0.2,-0.20489434837048462,0
0.41000000000000003,0.03170959631852202,1.6190278802939322,9.283349012982322,0.0014898941477055837,-8.899104029729111e-05,1.2551935169357988,0.8701837546695257,0.49272734154829156,0.3857526656193652,0.5036232016357609,0.0,0.0,0.8639234171928353,0.256,0.2,-0.20951729475339803,0,0.032743936317764566,-0.21611176897290912,-0.3172979550264964,1,-0.3083245176870408,0.23518891757960658,-0.3172979550264964,1,-0.14400000000000002,-0.2,-0.20951729475339803,0
0.42,-0.14327090951792204,1.6103147815568326,9.186727479541194,-0.0006074796509323387,0.001153827363568443,1.2581818870139472,0.8639234171928353,0.5036232016357608,0.38701837546695256,0.49818510533949084,0.0,0.0,0.86707070116449,0.272,0.2,-0.2155672074497985,0,0.017459642002674317,-0.21642721150964836,-0.3185636648740838,1,-0.3179108202441886,0.2391237220338202,-0.3185636648740838,1,-0.128,-0.2,-0.2155672074497985,0
0.43,0.025340479649327192,1.4949909814546025,9.437313355884287,-0.0011619785032220666,-0.0013920804783333009,1.2551555339917537,0.8575266561936522,0.5144395337815064,0.3882291226434953,0.49272734154829156,0.0,0.0,0.8701837546695257,0.288,0.2,-0.22294867572242105,0,0.002172590607713229,-0.21655056608841852,-0.31977441205062646,1,-0.3274469209974806,0.24317867767268225,-0.31977441205062646,1,-0.11200000000000004,-0.2,-0.22294867572242105,0
0.44,0.0668876288358225,1.6672441753942515,9.318000227886191,0.0011560111560003441,0.0006001209868638,1.2581856415731183,0.8509944817946918,0.5251746299612957,0.38938414241512637,0.4872501257253322,0.0,0.0,0.8732624548099202,0.30400000000000005,0.2,-0.2315452894071311,0,-0.013114803864490307,-0.21648181323010174,-0.3209294318222576,1,-0.336931314086062,0.247353144171691,-0.3209294318222576,1,-0.09599999999999997,-0.2,-0.2315452894071311,0
0.45,-0.0935459791854466,1.4638597216151623,9.188708698878523,0.0004732891642948196,0.0006229795343781059,1.245115408937965,0.8443279255020151,0.5358267949789967,0.39048270524660195,0.48175367410171516,0.0,0.0,0.8763066800438637,0.32000000000000006,0.2,-0.24122147477075268,0,-0.02840012735713196,-0.21622096379157138,-0.3220279946537331,1,-0.3463625018143175,0.25164646233419413,-0.3220279946537331,1,-0.07999999999999996,-0.2,-0.24122147477075268,0
0.46,0.19328756653213744,1.5382954585809103,9.138592625686307,-0.0003115631176411858,-0.0008752125586567478,1.2576028780866122,0.8375280400421418,0.5463943467342691,0.39152411726209174,0.4762382036679391,0.0,0.0,0.8793163101905562,0.336,0.2,-0.25182463258982846,0,-0.04368096614043909,-0.21576805896397766,-0.32306940666922296,1,-0.3557389948883751,0.256057954195484,-0.32306940666922296,1,-0.064,-0.2,-0.25182463258982846,0
0.47000000000000003,-0.002763446843918565,1.5249082829633724,9.327876744990439,-0.002417911957863194,-0.0009208685665407862,1.255053691635124,0.8305958991958127,0.556875616488188,0.3925077206834458,0.4707039321653325,0.0,0.0,0.8822912264349533,0.35200000000000004,0.2,-0.26318754473153216,0,-0.05895490719282689,-0.21512317026624314,-0.32405301009057697,1,-0.3650593126512824,0.2605869231298562,-0.32405301009057697,1,-0.04799999999999999,-0.2,-0.26318754473153216,0
0.48,0.09149284756054527,1.6197611446865605,9.06878524261524,0.0005930886237051424,0.0008828219410570433,1.261675706517393,0.8235325976284275,0.5672689491267565,0.3934328942456612,0.46515107807745826,0.0,0.0,0.8852313113324553,0.36800000000000005,0.2,-0.2751310112835145,0,-0.07421953858194208,-0.21428639953376882,-0.32497818365279235,1,-0.37432198331682043,0.2652326539606146,-0.32497818365279235,1,-0.03199999999999997,-0.2,-0.2751310112835145,0
0.49,0.06817191821255435,1.6358206917418587,9.006921259936819,-0.0017398350006653217,0.0003162146458575615,1.256185853747171,0.8163392507171839,0.5775727034222676,0.3942990535892864,0.4595798606214879,0.0,0.0,0.8881364488135445,0.384,0.2,-0.2874666766435695,0,-0.0894724498455349,-0.2132578789023537,-0.32584434299641757,1,-0.3835255442019147,0.26999441307300576,-0.32584434299641757,1,-0.016000000000000014,-0.2,-0.2874666766435695,0
0.5,-0.08044777126569147,1.4480129838848996,9.076788503091707,0.00022328699280242242,-0.0001048112056368128,1.2589429034089332,0.8090169943749475,0.5877852522924731,0.39510565162951533,0.4539904997395468,0.0,0.0,0.8910065241883678,0.0,0.2,-0.3,0,-0.10471123237209956,-0.21203777078732836,-0.32665094103664655,1,-0.3926685419576102,0.2748714485300661,-0.32665094103664655,1,-0.4,-0.2,-0.3,0
0.51,0.04635549722134795,1.639137704007016,9.231716246573313,-0.0009363335495778968,-0.0010175577973052003,1.2591860184340973,0.8015669848708766,0.5979049830575188,0.3958521789017376,0.44838321609003223,0.0,0.0,0.8938414241512638,0.016000000000000014,0.2,-0.28746667664356956,0,-0.11993347978122154,-0.21062626785790808,-0.32739746830886873,1,-0.4017495327985723,0.2798629901913603,-0.32739746830886873,1,-0.384,-0.2,-0.28746667664356956,0
0.52,0.06344699472889795,1.540753434009119,9.25560703590566,-0.0008044239410293936,-2.6163833708081474e-05,1.2504357967778736,0.7939903986478354,0.6079302976946054,0.3965381638833274,0.4427582310389015,0.0,0.0,0.8966410367852359,0.032,0.2,-0.2751310112835145,0,-0.13513678830357315,-0.20902359300676812,-0.32808345329045857,1,-0.41076708273107737,0.28496824983459645,-0.32808345329045857,1,-0.368,-0.2,-0.2751310112835145,0
0.53,0.11917790894872551,1.7601094863307256,8.954579063835743,-0.0007317623126045077,4.824312367134735e-05,1.243646846845943,0.7862884321366189,0.6178596130903343,0.3971631732914674,0.437115766650933,0.0,0.0,0.899405251566371,0.04799999999999999,0.2,-0.2631875447315322,0,-0.15031875716049617,-0.2072299993148464,-0.3287084626985986,1,-0.41971976777945624,0.2901864212800944,-0.3287084626985986,1,-0.35200000000000004,-0.2,-0.2631875447315322,0
0.54,-0.07865505760375752,1.6305750912224468,9.373054779136037,-0.0012356990826441633,-0.0016932304393861828,1.2649854658214856,0.7784623015670233,0.6276913612907006,0.39772681235681934,0.431456045680959,0.0,0.0,0.9021339593682028,0.064,0.2,-0.25182463258982846,0,-0.1654769889431135,-0.20524577001137861,-0.3292721017639505,1,-0.42860617421095676,0.2955166805180926,-0.3292721017639505,1,-0.336,-0.2,-0.25182463258982846,0
0.55,-0.17291005756064176,1.5412024232449346,9.204645202948598,0.0007418255478283524,-0.0014766885969417956,1.2556778393605539,0.7705132427757891,0.6374239897486897,0.3982287250728689,0.42577929156507266,0.0,0.0,0.9048270524660196,0.08000000000000002,0.2,-0.24122147477075268,0,0.08000000000000002,-0.2,-0.24122147477075268,0,-0.32,0.2,-0.24122147477075268,0,-0.32,-0.2,-0.24122147477075268,0
0.56,0.08044743282981111,1.4074035758343624,9.326181272002858,0.0007226612172581316,-0.0004073124221685774,1.259807216461458,0.7624425110114478,0.6470559615694443,0.3986685944207868,0.4200857284118062,0.0,0.0,0.907484424541117,0.096,0.2,-0.23154528940713112,0,0.096,-0.2,-0.23154528940713112,0,-0.30400000000000005,0.2,-0.23154528940713112,0,-0.30400000000000005,-0.2,-0.23154528940713112,0
0.5700000000000001,0.19824926171115675,1.5638029783530587,9.398064842124558,0.000847409208243687,0.00023107141084457498,1.253802923310237,0.7542513807361038,0.6565857557529565,0.3990461425696651,0.41437558099328403,0.0,0.0,0.9101059706849958,0.11200000000000002,0.2,-0.22294867572242105,0,0.11200000000000002,-0.2,-0.22294867572242105,0,-0.28800000000000003,0.2,-0.22294867572242105,0,-0.28800000000000003,-0.2,-0.22294867572242105,0
0.58,0.08754322498707129,1.5943310060143223,9.19221749939169,0.000914748138318174,0.00029892954605326226,1.254495896932027,0.7459411454241822,0.6660118674342516,0.39936113105200083,0.4086490747363491,0.0,0.0,0.9126915874035028,0.128,0.2,-0.21556720744979846,0,0.128,-0.2,-0.21556720744979846,0,-0.272,0.2,-0.21556720744979846,0,-0.272,-0.2,-0.21556720744979846,0
0.59,0.08214666238978949,1.5623720333231514,9.242821237133695,-0.0010047260822032068,-0.0007448981480974403,1.2529196797815172,0.7375131173581739,0.6753328081210244,0.39961336091431726,0.4029064357136627,0.0,0.0,0.9152411726209175,0.144,0.2,-0.20951729475339803,0,0.144,-0.2,-0.20951729475339803,0,-0.256,0.2,-0.20951729475339803,0,-0.256,-0.2,-0.20951729475339803,0
0.6,-0.07260820963629197,1.656603968003253,9.13099871567729,0.0005042012362088173,-0.0004928922499609029,1.2626357471646172,0.7289686274214116,0.6845471059286886,0.39980267284282717,0.39714789063478056,0.0,0.0,0.9177546256839811,0.2,0.19999999999999998,-0.3,1,0.16000000000000003,-0.2,-0.20489434837048465,0,-0.24,0.2,-0.20489434837048465,0,-0.2,-0.19999999999999998,-0.3,1
0.61,-0.05489437277868199,1.5274488113570666,9.182496079526226,-0.00196144515781211,-0.0016413628652849818,1.258891313557201,0.7203090248879069,0.6936533058128049,0.3999289472640589,0.39137366683720254,0.0,0.0,0.9202318473658703,0.1899313769340811,0.19754995666027664,-0.30012627442123174,1,0.17600000000000002,-0.2,-0.20177127492713112,0,-0.224,0.2,-0.20177127492713112,0,-0.2150634567007863,-0.19739204506790886,-0.30012627442123174,1
0.62,-0.12709080020677427,1.6114018161354964,9.178777878349633,0.0010254263987661066,-0.0011399405319400151,1.262055628430439,0.7115356772092855,0.7026499697988492,0.3999921044203816,0.3855839922773966,0.0,0.0,0.9226727398701148,0.17983276150199004,0.1952266294846926,-0.3001894315775544,1,0.192,-0.2,-0.2001973271571728,0,-0.20800000000000002,0.2,-0.2001973271571728,0,-0.23009295238866492,-0.1945950080512924,-0.3001894315775544,1
